id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
2154,22,Female,7970,Single,4,Master's,Unemployed,29.67426297,Urban,Premium,1,13,482,8,21:39.1,Poor,Yes,Rarely,Condo,1686
2155,27,Female,121685,Married,3,PhD,,47.58096528,Rural,Premium,3,5,817,4,21:39.2,Poor,Yes,Monthly,Apartment,2610
2156,25,Male,82272,Married,2,Master's,Employed,,Suburban,Basic,2,18,602,3,21:39.2,,No,Monthly,Condo,689
2157,36,Female,35706,Single,3,PhD,Unemployed,52.14457866,Suburban,Premium,,3,646,9,21:39.3,Good,No,Rarely,House,942
2158,,Male,9314,Married,2,High School,Employed,48.83928863,Urban,Basic,1,2,705,1,21:39.2,Poor,Yes,Monthly,Apartment,1931
2159,30,Male,33262,Divorced,3,PhD,Self-Employed,45.72321479,Suburban,Basic,0,1,657,1,21:39.2,Poor,No,Weekly,Apartment,1631
2160,48,Female,27074,Divorced,1,High School,Self-Employed,10.84632123,Urban,Comprehensive,3,6,315,9,21:39.1,Good,No,Monthly,Apartment,1032
2161,48,Male,1158,Single,4,PhD,Self-Employed,22.685987,Urban,Premium,0,5,812,1,21:39.2,Poor,No,Weekly,House,29
2162,47,Female,1299,Divorced,1,Bachelor's,Employed,33.09013209,Rural,Premium,3,14,715,4,21:39.2,Good,Yes,Daily,Condo,2460
2163,29,Male,29552,Divorced,2,High School,,27.35359505,Urban,Premium,0,11,616,2,21:39.3,Average,No,Rarely,Condo,1174
2164,21,Male,44799,Married,1,PhD,,26.91777352,Rural,Comprehensive,,7,467,1,21:39.3,Average,Yes,Rarely,Condo,1104
2165,61,Male,6872,Married,3,Master's,Self-Employed,24.00578885,Suburban,Basic,3,17,613,4,21:39.2,Poor,Yes,Daily,Condo,1654
2166,55,Female,24704,Single,4,PhD,,11.05241803,Urban,Comprehensive,2,16,683,2,21:39.2,Good,No,Weekly,Apartment,1022
2167,38,Male,5839,Married,2,High School,Unemployed,32.57253692,Suburban,Premium,1,16,536,7,21:39.2,Poor,No,Rarely,Apartment,843
2168,36,Female,6942,Divorced,0,High School,Unemployed,38.83250816,Suburban,Premium,,12,849,4,21:39.3,Good,No,Monthly,House,1744
2169,51,Female,113826,Divorced,3,Master's,,21.66193658,Rural,Basic,3,19,571,4,21:39.3,Good,Yes,Weekly,House,2616
2170,64,Male,26395,Single,1,PhD,Self-Employed,41.92663158,Urban,Basic,3,2,838,7,21:39.1,Poor,No,Monthly,House,381
2171,43,Female,15861,Divorced,4,Bachelor's,Unemployed,30.44131138,Urban,Premium,0,18,,5,21:39.1,Good,Yes,Monthly,House,1067
2172,29,Male,39737,Married,4,Master's,Self-Employed,7.758964,Suburban,Comprehensive,0,17,672,9,21:39.3,Good,No,Monthly,House,1253
2173,56,Female,7991,Single,2,High School,Self-Employed,30.61955816,Rural,Premium,,8,622,9,21:39.1,Poor,Yes,Monthly,Condo,565
2174,61,Female,10285,Single,,High School,,30.99028062,Suburban,Comprehensive,0,11,696,7,21:39.1,Good,No,Daily,Condo,1094
2175,40,Female,1457,Married,3,Bachelor's,Self-Employed,14.96091155,Urban,Comprehensive,3,4,579,8,21:39.1,Average,Yes,Daily,Apartment,1229
2176,56,Female,30619,Married,1,Master's,Unemployed,17.85818299,Suburban,Basic,0,3,572,1,21:39.1,Average,No,Weekly,House,172
2177,39,Female,90517,Married,3,PhD,Employed,20.28432407,Rural,Basic,3,19,365,4,21:39.1,Average,No,Monthly,House,1476
2178,58,Female,22688,Married,2,Bachelor's,,25.04960723,Rural,Premium,0,13,523,3,21:39.2,Good,No,Daily,Apartment,1269
2179,22,Male,133490,Single,0,Master's,Employed,52.36347528,Rural,Premium,0,4,,7,21:39.1,Average,No,Monthly,House,575
2180,39,Male,40930,Single,2,Bachelor's,Self-Employed,12.45794918,Urban,Premium,1,7,542,5,21:39.2,Average,Yes,Daily,Condo,3742
2181,38,Male,66256,Divorced,1,Bachelor's,Employed,40.4390275,Urban,Premium,,5,371,2,21:39.2,Poor,Yes,Daily,House,786
2182,28,Female,25011,Divorced,0,Bachelor's,Unemployed,12.92614969,Urban,Basic,,11,,9,21:39.3,Average,No,Weekly,Apartment,1049
2183,56,Female,22447,Single,3,Master's,,26.34457409,Urban,Basic,1,1,324,4,21:39.1,Good,Yes,Rarely,Apartment,1204
2184,19,Male,6877,Single,0,Master's,,,Rural,Premium,1,19,744,8,21:39.1,Poor,No,Weekly,House,1447
2185,60,Male,1178,Divorced,1,Bachelor's,Unemployed,26.84465482,Suburban,Comprehensive,1,11,,2,21:39.2,Good,Yes,Daily,Apartment,2680
2186,55,Male,113780,Married,,PhD,Employed,25.12997615,Suburban,Premium,3,18,616,9,21:39.1,Average,Yes,Monthly,House,2687
2187,35,Male,25963,Single,1,High School,,20.63784183,Rural,Comprehensive,1,17,805,4,21:39.1,Poor,Yes,Daily,Condo,715
2188,19,Female,78369,Single,1,PhD,,17.99286661,Urban,Basic,0,1,561,8,21:39.2,,Yes,Weekly,Apartment,2070
2189,20,Female,745,Married,4,High School,Employed,13.76911725,Rural,Premium,0,10,,9,21:39.3,Average,Yes,Weekly,Apartment,2596
2190,64,Female,53901,Married,2,High School,Unemployed,9.843241592,Rural,Comprehensive,0,19,410,9,21:39.2,Poor,Yes,Weekly,Condo,684
2191,58,Male,87876,Single,0,Bachelor's,Self-Employed,14.58251579,Urban,Premium,,2,554,2,21:39.1,Poor,Yes,Daily,Condo,3694
2192,36,Male,3357,Single,1,Master's,Self-Employed,30.96729081,Rural,Comprehensive,,3,653,2,21:39.2,Average,Yes,Weekly,Apartment,3357
2193,59,Male,39076,Single,3,PhD,,17.99053753,Urban,Comprehensive,,0,608,2,21:39.1,Average,No,Monthly,Apartment,1233
2194,61,Female,456,Married,2,High School,,,Suburban,Basic,0,2,795,5,21:39.2,Average,No,Rarely,Apartment,983
2195,43,Male,39644,Single,3,High School,Unemployed,39.89609237,Urban,Basic,0,13,600,2,21:39.3,Average,No,Weekly,Condo,2064
2196,31,Male,143701,Single,0,PhD,Unemployed,8.076661977,Rural,Premium,0,12,,8,21:39.3,Good,No,Monthly,House,237
2197,48,Female,27891,Married,1,PhD,Self-Employed,36.28471182,Urban,Premium,1,4,636,9,21:39.1,Average,Yes,Monthly,Apartment,531
2198,39,Female,96768,Single,1,PhD,Self-Employed,33.48291461,Urban,Premium,3,17,437,2,21:39.1,Average,Yes,Monthly,Apartment,29
2199,30,Female,723,Single,,Bachelor's,Self-Employed,7.395878485,Suburban,Basic,2,0,759,6,21:39.2,Average,Yes,Weekly,Apartment,857
2200,,Female,8229,Divorced,4,PhD,,20.73515532,Urban,Comprehensive,,6,508,7,21:39.1,Average,No,Monthly,House,26
2201,20,Female,141501,Single,1,High School,Employed,,Urban,Basic,3,16,799,1,21:39.2,Good,No,Rarely,Condo,548
2202,59,Female,6593,Married,4,PhD,Employed,29.99341001,Rural,Basic,,0,611,2,21:39.1,Poor,No,Weekly,Apartment,29
2203,23,Male,44216,Single,,PhD,Unemployed,32.01352284,Suburban,Basic,,18,731,2,21:39.2,Good,No,Monthly,House,476
2204,60,Male,124919,Divorced,3,PhD,,,Suburban,Premium,4,12,811,7,21:39.2,Good,No,Daily,Apartment,581
2205,18,Female,1654,Single,1,Bachelor's,Self-Employed,30.45589648,Suburban,Comprehensive,,6,422,8,21:39.2,Poor,No,Monthly,House,1471
2206,49,Female,1138,Married,0,Bachelor's,Employed,23.80850317,Urban,Premium,2,16,393,9,21:39.2,Good,Yes,Daily,Condo,1493
2207,62,Male,26203,Divorced,0,High School,Self-Employed,27.85866134,Suburban,Basic,1,1,659,6,21:39.1,Poor,Yes,Rarely,Apartment,1346
2208,26,Female,82425,Single,3,Master's,Self-Employed,36.67505789,Suburban,Comprehensive,0,13,765,8,21:39.3,Good,No,Monthly,Condo,123
2209,44,Male,20448,Married,0,Bachelor's,,23.33884674,Suburban,Comprehensive,,14,,7,21:39.2,Poor,No,Rarely,Condo,1159
2210,53,Female,1002,Divorced,1,PhD,Self-Employed,26.92665055,Suburban,Premium,2,3,383,8,21:39.3,Average,Yes,Monthly,Apartment,1196
2211,,Male,9028,Married,,PhD,Employed,16.27101664,Rural,Premium,0,3,,1,21:39.2,Average,Yes,Rarely,House,543
2212,36,Male,51591,Married,2,Bachelor's,Unemployed,27.89401366,Suburban,Basic,0,9,683,6,21:39.2,Average,Yes,Daily,House,248
2213,28,Female,26625,Married,3,Bachelor's,Unemployed,34.24335927,Suburban,Premium,0,11,467,3,21:39.2,Good,No,Monthly,House,1373
2214,51,Male,9892,Single,,Bachelor's,Self-Employed,11.71795233,Urban,Premium,1,7,803,3,21:39.3,Good,Yes,Monthly,Apartment,2035
2215,29,Female,10100,Married,2,Master's,Unemployed,11.91924436,Rural,Premium,1,11,616,3,21:39.2,Good,No,Monthly,Apartment,1172
2216,27,Female,2385,Single,4,High School,Self-Employed,30.01052917,Urban,Basic,4,13,,1,21:39.3,Poor,Yes,Daily,Condo,893
2217,58,Male,11902,Married,2,PhD,Unemployed,14.91879833,Suburban,Premium,0,16,335,5,21:39.2,Poor,No,Rarely,House,1113
2218,29,Male,1804,Single,0,PhD,,8.175740002,Rural,Comprehensive,0,8,485,3,21:39.2,Good,No,Weekly,Apartment,496
2219,49,Female,43782,Married,2,PhD,Unemployed,7.018865696,Urban,Premium,0,7,,2,21:39.2,Good,No,Daily,Condo,627
2220,46,Male,43876,Married,,Bachelor's,,18.69606129,Urban,Comprehensive,0,16,680,4,21:39.1,Good,No,Weekly,Condo,1051
2221,49,Male,,Divorced,3,High School,,8.86569125,Suburban,Premium,,17,410,4,21:39.1,Average,No,Weekly,Apartment,846
2222,24,Female,37606,Married,1,PhD,,17.63150537,Rural,Comprehensive,,3,687,7,21:39.2,Good,Yes,Daily,House,566
2223,56,Female,16076,Single,3,Bachelor's,Unemployed,19.12783055,Rural,Comprehensive,1,12,,1,21:39.2,Poor,No,Monthly,Apartment,1257
2224,48,Female,53727,Single,0,High School,Self-Employed,23.63230965,Urban,Basic,2,4,420,8,21:39.2,Poor,Yes,Rarely,Apartment,593
2225,40,Female,2629,Single,,Bachelor's,,17.36293955,Suburban,Premium,0,19,553,7,21:39.1,Poor,Yes,Monthly,Apartment,1879
2226,32,Female,59188,Married,1,PhD,Self-Employed,22.49259466,Suburban,Basic,0,16,423,7,21:39.2,Poor,Yes,Rarely,Apartment,1670
2227,31,Male,16761,Single,1,Bachelor's,Unemployed,36.99584128,Urban,Comprehensive,2,7,839,3,21:39.2,Average,Yes,Rarely,House,576
2228,37,Male,5734,Single,3,PhD,,24.05868857,Suburban,Basic,,8,613,1,21:39.2,Good,Yes,Weekly,Apartment,586
2229,28,Female,18127,Married,3,PhD,Unemployed,25.26181577,Urban,Basic,1,16,824,3,21:39.2,Poor,Yes,Rarely,Apartment,1325
2230,58,Male,18671,Single,1,PhD,,6.961277024,Rural,Premium,0,14,340,7,21:39.2,Good,Yes,Monthly,Condo,1461
2231,53,Male,1859,Divorced,4,PhD,Unemployed,10.94664682,Urban,Basic,2,1,699,5,21:39.1,Good,Yes,Rarely,Apartment,1042
2232,44,Male,50306,Married,3,High School,Unemployed,27.59172183,Rural,Premium,,4,,8,21:39.1,Good,Yes,Weekly,House,207
2233,63,Male,25572,Single,1,High School,,4.44195276,Urban,Premium,1,9,757,3,21:39.3,,Yes,Weekly,Apartment,1039
2234,23,Female,40861,Single,3,PhD,Unemployed,39.56669341,Suburban,Basic,2,15,713,8,21:39.2,Good,Yes,Monthly,House,2556
2235,39,Male,468,Single,2,Bachelor's,,15.59058273,Suburban,Basic,,6,554,3,21:39.2,Poor,Yes,Monthly,House,2578
2236,30,Female,35297,Married,4,Master's,Employed,27.55509994,Suburban,Premium,,3,829,5,21:39.1,Average,Yes,Daily,Condo,100
2237,55,Male,108727,Divorced,0,Master's,Employed,8.065693913,Suburban,Basic,0,7,649,5,21:39.3,Average,Yes,Weekly,Apartment,118
2238,37,Male,755,Divorced,0,Master's,,46.56723108,Rural,Premium,1,11,685,4,21:39.1,Average,Yes,Rarely,House,24
2239,51,Female,38284,Married,4,Bachelor's,Unemployed,38.61497813,Urban,Premium,1,10,515,2,21:39.2,Average,Yes,Monthly,House,825
2240,63,Female,44614,Married,,PhD,Unemployed,43.93749333,Rural,Premium,1,9,540,6,21:39.2,Average,No,Weekly,House,488
2241,39,Female,13881,Married,2,PhD,Employed,22.0836563,Rural,Basic,,10,826,8,21:39.1,Good,No,Weekly,Condo,587
2242,45,Female,1019,Married,0,High School,,15.701028,Suburban,Premium,1,8,567,6,21:39.2,,Yes,Rarely,Condo,926
2243,47,Male,35706,Divorced,4,High School,Self-Employed,,Urban,Basic,0,16,841,6,21:39.2,Poor,No,Monthly,Apartment,3075
2244,22,Male,7082,Divorced,0,Master's,,35.84601534,Suburban,Comprehensive,,14,751,6,21:39.1,Poor,Yes,Daily,House,975
2245,20,Male,31008,Married,,Master's,,33.0207186,Urban,Premium,2,7,749,9,21:39.2,Average,No,Rarely,Condo,3929
2246,57,Female,29505,Divorced,4,High School,,20.64334514,Suburban,Comprehensive,4,11,626,9,21:39.2,Good,Yes,Weekly,Condo,1296
2247,33,Male,25648,Married,4,PhD,,13.59663505,Rural,Basic,0,12,565,4,21:39.2,Good,Yes,Monthly,Apartment,591
2248,21,Male,35753,Married,,Bachelor's,Employed,25.86847068,Urban,Basic,,18,507,6,21:39.2,,No,Rarely,Condo,45
2249,55,Male,39022,Divorced,1,High School,Employed,25.28996515,Suburban,Comprehensive,,3,663,4,21:39.2,Good,Yes,Weekly,House,749
2250,46,Female,17900,Divorced,1,Bachelor's,Unemployed,41.00552259,Urban,Comprehensive,,15,626,2,21:39.1,Poor,Yes,Monthly,Apartment,1673
2251,21,Female,38665,Married,4,High School,Unemployed,23.31171984,Suburban,Basic,0,18,828,2,21:39.2,Good,Yes,Weekly,Condo,659
2252,41,Female,101989,Divorced,3,PhD,Employed,27.48808842,Rural,Premium,0,1,672,6,21:39.1,,Yes,Rarely,House,370
2253,35,Male,18921,Divorced,3,High School,Employed,25.89166298,Rural,Premium,1,18,439,2,21:39.2,Average,Yes,Weekly,Apartment,994
2254,58,Male,33247,Married,2,PhD,Self-Employed,12.49079089,Suburban,Comprehensive,,3,797,3,21:39.1,Poor,No,Daily,Condo,1411
2255,40,Male,20994,Divorced,0,PhD,Self-Employed,29.99963247,Suburban,Comprehensive,1,4,694,1,21:39.2,Poor,Yes,Rarely,Apartment,2670
2256,48,Female,3580,Single,1,Bachelor's,Employed,21.76969321,Rural,Basic,1,0,487,9,21:39.1,Poor,Yes,Daily,Apartment,439
2257,54,Male,3655,Divorced,0,PhD,,26.84465482,Suburban,Comprehensive,2,13,,2,21:39.2,Average,Yes,Rarely,Condo,615
2258,29,Male,40497,Divorced,3,Master's,,26.38190439,Rural,Premium,,14,549,3,21:39.2,Poor,Yes,Weekly,Apartment,1017
2259,30,Male,40982,Single,3,High School,Employed,17.75673074,Urban,Comprehensive,,13,,4,21:39.2,Poor,Yes,Weekly,House,901
2260,30,Female,62281,Single,0,PhD,Self-Employed,28.85948856,Urban,Basic,2,14,697,8,21:39.2,Good,Yes,Monthly,Condo,397
2261,39,Male,18313,Single,1,Bachelor's,Unemployed,32.09598378,Rural,Comprehensive,0,11,744,6,21:39.2,Average,Yes,Monthly,Apartment,893
2262,23,Male,30741,Married,2,PhD,Unemployed,18.97424567,Rural,Premium,0,12,746,9,21:39.1,Poor,No,Weekly,Apartment,244
2263,58,Female,23174,Single,0,Bachelor's,,2.793420753,Rural,Comprehensive,,3,512,2,21:39.1,Good,Yes,Monthly,Condo,1127
2264,36,Female,52884,Single,3,PhD,Self-Employed,22.73515964,Suburban,Comprehensive,0,15,394,6,21:39.1,Poor,Yes,Daily,Condo,583
2265,,Male,,Single,4,High School,Employed,48.48667439,Suburban,Premium,1,7,803,7,21:39.2,Good,No,Rarely,Apartment,382
2266,27,Male,45600,Married,3,PhD,Unemployed,10.92833748,Suburban,Comprehensive,1,5,354,5,21:39.2,Average,Yes,Daily,House,3200
2267,42,Male,29894,Divorced,3,High School,,17.95942851,Suburban,Comprehensive,0,5,603,1,21:39.1,Average,Yes,Rarely,House,514
2268,29,Male,38814,Divorced,3,Master's,Unemployed,27.5662266,Suburban,Comprehensive,2,18,681,6,21:39.1,Average,No,Daily,Condo,660
2269,58,Female,88365,Married,0,PhD,Self-Employed,29.78685074,Urban,Basic,0,9,541,4,21:39.1,,Yes,Rarely,House,40
2270,50,Male,3967,Single,0,PhD,,22.92653553,Urban,Comprehensive,0,19,446,1,21:39.1,Average,No,Rarely,Condo,1614
2271,32,Female,40446,Divorced,4,PhD,Employed,33.98281517,Suburban,Premium,1,6,823,7,21:39.2,Poor,No,Monthly,Apartment,814
2272,31,Male,8050,Married,2,Bachelor's,Employed,18.06679751,Urban,Basic,0,7,486,4,21:39.1,Poor,Yes,Weekly,Apartment,345
2273,30,Male,,Married,,Master's,,38.87965214,Rural,Basic,,15,370,7,21:39.2,Average,Yes,Daily,Apartment,1752
2274,60,Male,16054,Divorced,3,PhD,Self-Employed,49.91914489,Suburban,Comprehensive,,8,,2,21:39.1,Good,No,Rarely,Apartment,1583
2275,33,Female,73977,Single,0,High School,,20.55653848,Rural,Comprehensive,,17,,1,21:39.2,,No,Monthly,Apartment,335
2276,54,Female,15131,Married,4,Bachelor's,Unemployed,37.85821853,Suburban,Premium,,15,435,1,21:39.2,Poor,No,Daily,Condo,364
2277,57,Male,59984,Single,2,PhD,Self-Employed,26.60166438,Urban,Comprehensive,2,16,479,8,21:39.2,Good,Yes,Monthly,House,37
2278,62,Female,32340,Married,3,High School,,17.84616647,Suburban,Basic,,11,590,4,21:39.2,Poor,Yes,Weekly,Condo,995
2279,23,Male,91042,Single,2,Master's,,31.38378139,Rural,Basic,2,8,732,9,21:39.3,Poor,Yes,Monthly,Condo,2668
2280,52,Male,17109,Single,2,Master's,Unemployed,8.176811659,Suburban,Comprehensive,3,18,641,7,21:39.2,Average,Yes,Monthly,Apartment,3621
2281,21,Male,20894,Divorced,2,Bachelor's,Unemployed,17.88169575,Rural,Comprehensive,0,12,549,3,21:39.1,Poor,No,Monthly,Apartment,1238
2282,25,Male,5869,Divorced,4,Bachelor's,,26.33493313,Suburban,Basic,1,7,607,4,21:39.2,Good,No,Weekly,House,36
2283,62,Male,28863,Married,2,High School,Self-Employed,26.25344074,Suburban,Basic,2,16,,9,21:39.3,Poor,Yes,Weekly,Apartment,1160
2284,19,Female,9098,Single,4,Master's,Employed,30.74948204,Rural,Basic,1,2,812,2,21:39.2,Poor,No,Rarely,Apartment,23
2285,61,Female,18355,Single,3,Bachelor's,Employed,26.25841802,Suburban,Comprehensive,,16,636,5,21:39.3,Poor,No,Rarely,Apartment,587
2286,34,Female,15556,Single,4,Bachelor's,Employed,24.96416957,Urban,Premium,,18,775,2,21:39.2,Good,Yes,Monthly,Apartment,831
2287,28,Male,4725,Married,3,Master's,Employed,34.5170285,Rural,Basic,3,19,635,3,21:39.1,Average,Yes,Weekly,Apartment,684
2288,33,Female,,Divorced,2,PhD,Employed,35.11135635,Urban,Basic,,13,409,8,21:39.1,Good,No,Weekly,Condo,2088
2289,23,Male,11545,Married,2,Master's,Self-Employed,21.61682402,Rural,Premium,2,11,768,2,21:39.2,Good,No,Daily,House,1072
2290,18,Male,23296,Married,0,PhD,Unemployed,37.8984777,Urban,Basic,0,7,548,8,21:39.2,Poor,Yes,Rarely,Apartment,438
2291,54,Female,17553,Single,3,High School,Self-Employed,32.28218386,Rural,Basic,3,16,370,2,21:39.1,Average,No,Daily,Apartment,542
2292,34,Female,94048,Married,0,PhD,Self-Employed,44.09609679,Rural,Comprehensive,1,7,559,9,21:39.1,Poor,No,Monthly,Condo,302
2293,59,Male,6766,Single,4,Bachelor's,,12.99803658,Suburban,Basic,,16,421,1,21:39.2,Good,No,Daily,Condo,1110
2294,18,Male,17094,Single,0,Master's,,12.54874873,Suburban,Premium,0,11,790,2,21:39.2,Average,Yes,Daily,Apartment,2586
2295,,Male,84907,Single,4,PhD,,30.83530331,Urban,Comprehensive,,18,404,1,21:39.2,Average,No,Monthly,Condo,404
2296,38,Male,2965,Single,1,Master's,Self-Employed,51.94350633,Urban,Basic,1,9,467,2,21:39.3,Average,No,Rarely,Condo,518
2297,29,Male,92880,Single,,PhD,Unemployed,36.39119091,Urban,Basic,0,15,471,5,21:39.1,Average,Yes,Daily,Apartment,124
2298,24,Male,62837,Divorced,3,Master's,Employed,38.59343716,Urban,Premium,0,2,397,9,21:39.2,Good,Yes,Rarely,House,473
2299,22,Female,88923,Single,4,High School,Unemployed,7.28498202,Urban,Comprehensive,,9,438,1,21:39.3,Good,No,Weekly,Apartment,763
2300,30,Male,8071,Single,0,Bachelor's,Self-Employed,10.71598989,Rural,Comprehensive,0,3,454,6,21:39.2,Average,No,Rarely,House,596
2301,63,Male,75730,Divorced,3,High School,Self-Employed,12.7172599,Suburban,Comprehensive,,7,,6,21:39.1,Poor,Yes,Daily,House,32
2302,20,Male,4417,Divorced,,High School,Unemployed,22.33031154,Rural,Comprehensive,2,19,648,4,21:39.2,Average,Yes,Rarely,Apartment,2411
2303,39,Male,60543,Single,,High School,Unemployed,44.96579751,Suburban,Comprehensive,1,14,442,2,21:39.2,Good,Yes,Rarely,Condo,111
2304,53,Female,4501,Married,0,Bachelor's,,15.64185915,Rural,Comprehensive,2,19,691,7,21:39.3,Poor,No,Monthly,Apartment,38
2305,44,Male,45415,Divorced,2,Master's,Employed,10.95919563,Rural,Basic,0,11,662,8,21:39.2,Good,No,Weekly,House,446
2306,25,Male,11909,Married,3,PhD,Employed,3.451956148,Rural,Premium,0,19,627,3,21:39.3,Poor,Yes,Daily,Apartment,168
2307,27,Female,2320,Divorced,3,Bachelor's,,9.683606579,Rural,Comprehensive,0,10,614,9,21:39.1,Average,Yes,Weekly,Apartment,3620
2308,21,Male,44682,Single,2,PhD,,9.495026643,Suburban,Comprehensive,1,0,358,8,21:39.2,Average,No,Weekly,Apartment,854
2309,24,Male,,Single,4,High School,,24.5904675,Urban,Premium,,14,422,7,21:39.1,,Yes,Daily,Apartment,439
2310,37,Male,45,Single,2,High School,Employed,47.73771779,Urban,Basic,1,14,386,5,21:39.2,Average,Yes,Monthly,Apartment,130
2311,30,Male,23019,Single,,Master's,Self-Employed,8.490177418,Urban,Premium,,14,781,6,21:39.1,Poor,Yes,Daily,Apartment,3165
2312,29,Male,37882,Divorced,2,Master's,Unemployed,5.26587028,Suburban,Premium,2,9,757,6,21:39.3,Average,Yes,Weekly,Apartment,719
2313,63,Male,114035,Divorced,3,PhD,,23.26274006,Suburban,Basic,,19,388,8,21:39.1,Average,No,Daily,House,94
2314,46,Male,43820,Single,2,Bachelor's,,30.93659344,Rural,Comprehensive,,13,695,6,21:39.2,Poor,No,Rarely,House,24
2315,31,Male,669,Single,4,PhD,Employed,30.91227964,Rural,Comprehensive,2,9,765,7,21:39.1,Average,Yes,Weekly,Condo,1405
2316,24,Male,3645,Married,4,Master's,,22.48963029,Rural,Premium,2,15,707,4,21:39.2,Poor,Yes,Rarely,Condo,731
2317,,Male,,Divorced,2,PhD,Unemployed,10.57996741,Suburban,Basic,2,2,638,3,21:39.2,Good,Yes,Weekly,Apartment,50
2318,43,Female,67733,Single,4,Bachelor's,,32.12379925,Urban,Premium,,18,396,1,21:39.3,Average,No,Daily,Apartment,94
2319,37,Female,55915,Married,,Master's,Unemployed,51.06274601,Suburban,Comprehensive,3,5,764,8,21:39.2,Poor,Yes,Monthly,Condo,3278
2320,49,Male,6750,Married,1,Master's,,16.13705532,Urban,Basic,1,3,663,2,21:39.2,Good,No,Weekly,Condo,2087
2321,49,Male,35454,,,Master's,Unemployed,25.69181104,Urban,Premium,2,7,,4,21:39.2,Poor,No,Daily,House,2330
2322,44,Female,14077,Single,,High School,Self-Employed,24.50609324,Rural,Basic,,2,,1,21:39.2,,No,Weekly,House,1326
2323,63,Female,46696,Married,,Bachelor's,Unemployed,34.05775539,Urban,Basic,,8,427,1,21:39.2,Good,Yes,Monthly,Apartment,819
2324,41,Male,53079,Divorced,4,Bachelor's,Self-Employed,51.78235542,Suburban,Basic,2,5,512,8,21:39.1,Poor,Yes,Rarely,Apartment,24
2325,36,Female,48889,Married,4,High School,Self-Employed,20.28897118,Rural,Basic,0,19,757,2,21:39.1,Average,No,Weekly,Condo,306
2326,58,Female,63801,Single,2,Bachelor's,,8.271823981,Urban,Premium,2,13,706,6,21:39.1,,No,Weekly,Apartment,1059
2327,59,Female,45149,Single,0,Master's,,41.55563658,Urban,Basic,1,10,727,4,21:39.3,Average,No,Daily,Condo,1117
2328,30,Male,68851,Married,4,PhD,,25.90889619,Urban,Premium,,4,441,3,21:39.1,Average,No,Rarely,Condo,431
2329,28,Female,31368,Married,1,PhD,,10.8693605,Suburban,Basic,,17,599,1,21:39.2,Poor,Yes,Rarely,House,1318
2330,55,Female,18085,Divorced,1,High School,Unemployed,26.07746138,Rural,Comprehensive,,14,786,1,21:39.1,Average,No,Daily,Apartment,354
2331,46,Male,29483,Single,1,Master's,Employed,27.91062495,Rural,Basic,0,0,622,2,21:39.1,Average,Yes,Monthly,Condo,351
2332,26,Female,7984,Single,2,Master's,,34.38491544,Rural,Basic,2,2,695,2,21:39.2,Average,Yes,Rarely,House,612
2333,41,Male,30997,Divorced,3,Master's,Self-Employed,22.44163618,Rural,Comprehensive,,19,683,8,21:39.1,,No,Monthly,Condo,1632
2334,32,Female,43758,Single,3,High School,Self-Employed,9.856321597,Urban,Premium,,15,479,5,21:39.2,Average,No,Monthly,House,685
2335,34,Male,36000,Single,3,High School,Self-Employed,21.86866682,Urban,Premium,,17,745,3,21:39.3,Average,Yes,Weekly,Condo,901
2336,59,Male,22023,Single,1,Bachelor's,Employed,12.89844081,Suburban,Comprehensive,,15,571,3,21:39.2,Poor,No,Rarely,Condo,391
2337,43,Male,45252,Single,4,Bachelor's,Unemployed,,Urban,Comprehensive,2,14,739,2,21:39.2,Average,Yes,Monthly,House,225
2338,51,Male,18380,Divorced,3,Bachelor's,Self-Employed,13.24053947,Urban,Comprehensive,,6,621,1,21:39.2,Average,Yes,Weekly,House,1494
2339,60,Male,45966,Divorced,4,Master's,,10.88679397,Suburban,Comprehensive,1,18,585,1,21:39.1,Good,No,Monthly,House,2613
2340,39,Female,38963,Single,,High School,Self-Employed,13.65240437,Suburban,Comprehensive,1,5,657,9,21:39.2,Average,Yes,Monthly,House,1149
2341,29,Male,39769,Divorced,2,Master's,Unemployed,9.682737485,Rural,Premium,,13,546,8,21:39.2,Average,Yes,Weekly,Apartment,992
2342,47,Male,4371,Divorced,3,PhD,,17.2740718,Suburban,Premium,,16,533,9,21:39.2,Poor,No,Weekly,House,373
2343,46,Female,45931,Divorced,1,High School,Employed,7.564506089,Urban,Premium,1,11,507,4,21:39.1,Poor,Yes,Daily,Condo,495
2344,31,Male,2790,Single,,Bachelor's,Employed,25.82384696,Suburban,Premium,0,2,,1,21:39.3,Good,Yes,Monthly,Condo,2007
2345,47,Female,40864,Single,0,High School,,25.3528332,Suburban,Premium,,1,408,8,21:39.2,Good,Yes,Monthly,Condo,865
2346,,Male,16641,Divorced,4,High School,Unemployed,21.38384634,Suburban,Premium,0,19,809,4,21:39.3,Average,No,Monthly,House,873
2347,28,Male,2824,Single,4,Bachelor's,Unemployed,31.44264854,Urban,Basic,2,7,757,7,21:39.2,Good,No,Monthly,Apartment,539
2348,36,Female,46301,Single,4,Bachelor's,Unemployed,30.77732634,Rural,Premium,,2,605,4,21:39.1,Poor,No,Daily,Condo,1439
